complex_id,label
4OTD_A_32526,1
5E8V_A_6560,0
5E8V_A_2513,0
5E8V_A_28061,0
5E8V_A_9379,0
5E8V_A_30224,0
5E8V_A_25995,0
5E8V_A_26813,0
5E8V_A_1585,0
5E8V_A_18483,0
5E8V_A_14110,0
5E8V_A_3235,0
5E8V_A_27930,0
5E8V_A_16845,0
5E8V_A_24646,0
5E8V_A_1560,0
5E8V_A_30564,0
5E8V_A_20909,0
5E8V_A_24744,0
5E8V_A_9858,0
5E8V_A_7784,0
5E8V_A_25874,0
5E8V_A_15018,0
5E8V_A_28011,0
5E8V_A_24016,0
5E8V_A_29777,0
5E8V_A_17724,0
5E8V_A_11131,0
5E8V_A_15429,0
5E8V_A_28427,0
5E8V_A_20335,0
5E8V_A_15117,0
5E8V_A_1448,0
5E8V_A_14627,0
5E8V_A_23093,0
5E8V_A_14063,0
5E8V_A_31688,0
5E8V_A_12426,0
5E8V_A_12465,0
5E8V_A_17674,0
5E8V_A_9435,0
5E8V_A_15158,0
5E8V_A_27979,0
5E8V_A_17434,0
5E8V_A_27307,0
5E8V_A_28349,0
5E8V_A_8405,0
5E8V_A_5655,0
5E8V_A_11220,0
5E8V_A_32000,0
5E8V_A_27498,0
5E8V_A_18941,0
5E8V_A_6599,0
5E8V_A_21360,0
5E8V_A_26298,0
5E8V_A_20866,0
5E8V_A_32553,0
5E8V_A_16012,0
5E8V_A_195,0
5E8V_A_1404,0
5E8V_A_16218,0
5E8V_A_14856,0
5E8V_A_1985,0
5E8V_A_31041,0
5E8V_A_4373,0
5E8V_A_8851,0
5E8V_A_22966,0
5E8V_A_19318,0
5E8V_A_19857,0
5E8V_A_1553,0
5E8V_A_22497,0
5E8V_A_14168,0
5E8V_A_18982,0
5E8V_A_5961,0
5E8V_A_10188,0
5E8V_A_4829,0
5E8V_A_27841,0
5E8V_A_2217,0
5E8V_A_558,0
5E8V_A_33142,0
5E8V_A_28021,0
5E8V_A_31991,0
5E8V_A_20845,0
5E8V_A_5716,0
5E8V_A_24957,0
5E8V_A_22273,0
5E8V_A_13632,0
5E8V_A_16025,0
5E8V_A_2616,0
5E8V_A_3937,0
5E8V_A_15209,0
5E8V_A_12378,0
5E8V_A_5799,0
5E8V_A_25452,0
5E8V_A_18446,0
5E8V_A_14919,0
5E8V_A_27177,0
5E8V_A_25263,0
5E8V_A_14655,0
5E8V_A_30710,0
5E8V_A_2639,0
5E8V_A_31737,0
5E8V_A_8198,0
5E8V_A_5698,0
5E8V_A_32257,0
5E8V_A_29972,0
5E8V_A_8816,0
5E8V_A_23133,0
5E8V_A_10052,0
5E8V_A_31441,0
5E8V_A_1239,0
5E8V_A_5809,0
5E8V_A_11818,0
5E8V_A_17543,0
5E8V_A_13221,0
5E8V_A_25718,0
5E8V_A_3923,0
2IUK_A_17735,0
2IUK_A_1423,0
8WRA_A_7769,1
8WRA_A_8545,1
8WRA_A_16975,0
2AM3_A_18752,1
2AM3_A_32763,1
2AM3_A_14844,0
2AM3_A_8976,1
4ANK_A_18574,0
4ANK_A_27409,0
4ANK_A_8342,0
7BY1_A_3059,0
7BY1_A_22839,0
7BY1_A_33820,1
7BY1_A_10599,0
3WD0_A_8100,1
3WD0_A_33,0
3WD0_A_12596,1
3C0Y_A_21560,0
3C0Y_A_10082,0
3C0Y_A_31193,0
3C0Y_A_1216,0
3C0Y_A_32677,0
3C0Y_A_18719,0
3C0Y_A_29173,0
3C0Y_A_13162,0
3C0Y_A_25584,0
3C0Y_A_10714,0
3C0Y_A_23805,0
3C0Y_A_17086,0
3C0Y_A_4671,0
3C0Y_A_17643,0
3C0Y_A_19222,1
3C0Y_A_17110,0
3C0Y_A_28667,0
3C0Y_A_4563,1
3C0Y_A_11360,0
3C0Y_A_6417,0
3C0Y_A_9567,0
3C0Y_A_19378,0
3C0Y_A_9138,0
3C0Y_A_11348,0
3C0Y_A_32788,1
3C0Y_A_7051,0
3C0Y_A_22359,0
3C0Y_A_19564,0
3C0Y_A_30349,0
3C0Y_A_18784,0
3C0Y_A_24194,0
3C0Y_A_14816,0
3C0Y_A_10302,0
3C0Y_A_30462,0
3C0Y_A_6410,0
3C0Y_A_24243,0
3C0Y_A_5360,0
3C0Y_A_12254,0
3C0Y_A_8804,0
